nr_registro;marca_comercial;formulacao;ingrediente_ativo;titular_de_registro;classe;modo_de_acao;classe_toxicologica;classe_ambiental;organicos;situacao
36518;Maxizato;WG - Grânulos Dispersíveis em Água;glifosato-sal de amônio (glicina substituída) (792.5 g/kg);Agro Import do Brasil Ltda. - Porto Alegre/RS;Herbicida;Sistêmico/ Não seletivo;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
5520;Maxport;SL - Concentrado Solúvel;ácido 4-indol-3-ilbutírico (ácido indolalcanóico) (.05 g/L) + ácido giberélico (giberelina) (.05 g/L) + cinetina (citocinina) (.09 g/L);De Sangosse Agroquímica Ltda;Regulador de Crescimento;Não informado;Não Classificado - Produto Não Classificado;Produto Pouco Perigoso ao Meio Ambiente;NAO;True
35619;"Maxsan; Possante;";EW - Emulsão Óleo em Água;Dinotefuram (neonicotinóide) (100 g/L) + piriproxifem (éter piridiloxipropílico) (25 g/L);Iharabras S.A. Indústria Químicas - Sorocaba;Inseticida;Contato e Ingestão;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Altamente Perigoso ao Meio Ambiente;NAO;True
11324;"Maxsulfen 750 WG; Jubaili Sulfenforce;";WG - Grânulos Dispersíveis em Água;sulfentrazona (triazolona) (750 g/kg);Maxunitech do Brasil Ltda;Herbicida;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;NAO;True
10424;Maxulfen 500 SC;SC - Suspensão Concentrada;sulfentrazona (triazolona) (500 g/L);Maxunitech do Brasil Ltda;Herbicida;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;NAO;True
48725;Maxunil 720 SC;SC - Suspensão Concentrada;clorotalonil (isoftalonitrila) (720 g/L);Maxunitech do Brasil Ltda;Fungicida;Não informado;Categoria 3  Produto Moderadamente Tóxico;Produto Perigoso ao Meio Ambiente;NAO;True
56025;Maxunitech 500 SC;SC - Suspensão Concentrada;flumioxazina (ciclohexenodicarboximida) (500 g/L);AllierBrasil Agro Ltda.;Herbicida;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;NAO;True
6924;Maxuquick 400 EC;EC - Concentrado Emulsionável;carfentrazona-etílica (triazolona) (400 g/L);Maxunitech do Brasil Ltda;Herbicida;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;NAO;True
3225;Maxutol 750 WG;WG - Grânulos Dispersíveis em Água;isoxaflutol (isoxazol) (750 g/kg);Maxunitech do Brasil Ltda;Herbicida;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;NAO;True
8722;Mayoral;SL - Concentrado Solúvel;imazapique (imidazolinona) (318.86 g/L) + imazapir (imidazolinona) (107.29 g/L);Adama Brasil S.A.- Londrina/PR;Herbicida;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
11424;Mayoral SL;SL - Concentrado Solúvel;imazapique (imidazolinona) (318.86 g/L) + imazapir (imidazolinona) (107.29 g/L);Adama Brasil S.A.- Londrina/PR;Herbicida;Sistêmico/Seletivo;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
1878709;Mayran;DP - Pó Seco;tiram (dimetilditiocarbamato) (700 g/kg);Haffs Indústria e Comércio de Insumos Agro & Químicos Ltda - Itaquaquecetuba/SP;Fungicida;De contato;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;OUTROS;True
32822;Medeiro WG;WG - Grânulos Dispersíveis em Água;fosetil (fosfonato) (800 g/kg);Ascenza Brasil Ltda - Hortolândia/SP;Fungicida;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;NAO;True
7714;MegaBR;SC - Suspensão Concentrada;Ametrina (triazina) (500 g/kg);Ouro Fino Química S.A. - Uberaba;Herbicida;sistêmico e seletivo;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;OUTROS;True
7526;Megamore;SL - Concentrado Solúvel;acetamiprido (neonicotinóide) (125 g/L) + bifentrina (piretróide) (125 g/L);Meghmani Organics Biodefensivos e Agrícolas do Brasil Ltda - Campinas/SP;Inseticida;Não informado;Categoria 4  Produto Pouco Tóxico;Produto Altamente Perigoso ao Meio Ambiente;NAO;True
27225;Megateryd FR 25;GL - Gel Emulsionável;Priestia megaterium, cepa CCT 1623 (Biológico) (1 mL/frasco);TZ Biotec Ltda.;Nematicida Microbiológico;Não informado;Não Classificado - Produto Não Classificado;Produto Pouco Perigoso ao Meio Ambiente;NAO;True
27621;Megatop 800 WG;WG - Grânulos Dispersíveis em Água;tiodicarbe (metilcarbamato de oxima) (800 g/kg);CHDS do Brasil Comércio de Insumos Agrícolas Ltda - São Miguel do Iguaçu/PR;Inseticida;Contato/Ingestão;Categoria 2  Produto Altamente Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
21720;Megatraz;SC - Suspensão Concentrada;Atrazina (triazina) (500 g/L);Agro Import do Brasil Ltda. - Porto Alegre/RS;Herbicida;Sistêmico/ Seletivo;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
31620;Megatrina;WG - Grânulos Dispersíveis em Água;Ametrina (triazina) (800 g/kg);Agro Import do Brasil Ltda. - Porto Alegre/RS;Herbicida;Sistêmico/ Seletivo;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
12526;Megazombie;EC - Concentrado Emulsionável;lambda-cialotrina (piretróide) (52 g/L) + profenofós (organofosforado) (505 g/L);Meghmani Organics Biodefensivos e Agrícolas do Brasil Ltda - Campinas/SP;Acaricida/Inseticida;Não informado;Categoria 3  Produto Moderadamente Tóxico;Produto Altamente Perigoso ao Meio Ambiente;NAO;True
7024;Megrez;SG - Granulado Solúvel;flonicamida (nicotinóide) (500 g/kg);ISK Biosciences do Brasil Defensivos Agricolas Ltda;Inseticida;Não informado;Não Classificado - Produto Não Classificado;Produto Perigoso ao Meio Ambiente;NAO;True
36523;Melius;EC - Concentrado Emulsionável;trinexapaque-etílico (ácido dioxociclohexanocarboxílico) (250 g/L);UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava/SP;Regulador de Crescimento;Seletivo;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
11323;Melody WG;WG - Grânulos Dispersíveis em Água;diurom (uréia) (468 g/kg) + hexazinona (triazinona) (132 g/kg);Sharda do Brasil Comércio de Produtos Químicos e Agroquímicos LTDA;Herbicida;Sistêmico/Seletivo;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;NAO;True
19124;Meltan;SC - Suspensão Concentrada;flutriafol (triazol) (500 g/L);Ascenza Brasil Ltda - Hortolândia/SP;Fungicida;Não informado;Categoria 4  Produto Pouco Tóxico;Produto Perigoso ao Meio Ambiente;NAO;True
27222;Melyra;SC - Suspensão Concentrada;mefentrifluconazol (triazol) (200 g/L) + piraclostrobina (estrobilurina) (200 g/L);Basf Agricultural Solutions Brasil Ltda  SãoPaulo/SP;Fungicida;Não informado;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
7713;Memory;SG - Granulado Solúvel;tiametoxam (neonicotinóide) (750 g/kg);Syngenta Proteção de Cultivos Ltda.  São Paulo/SP;Inseticida;sistêmico e de contato;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
15124;"Menthar; Metaguard; Questmeta; Metaguard; BS Protec; Biomerhi; Majestic;";WG - Grânulos Dispersíveis em Água;Metarhizium anisopliae, isolado IBCB 425* (Produto Microbiológico) (350 g/kg);Biota Innovations Industria e Comercio de Bioprodutos Ltda  Uberaba/MG;Inseticida Microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
10209;Mepiforce;SL - Concentrado Solúvel;Cloreto de Mepiquate (amônio quaternário) (50 g/L);Jubailireg Brasil Ltda - São Paulo/SP;Regulador de Crescimento;Sistêmico;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;OUTROS;True
13012;Meristo;SC - Suspensão Concentrada;Mesotriona (Tricetona) (480 g/L);Syngenta Proteção de Cultivos Ltda.  São Paulo/SP;Herbicida;sistêmico e seletivo;Não Classificado - Produto Não Classificado;Produto Perigoso ao Meio Ambiente;OUTROS;True
37024;"Merita; Biocaz Power;";WP - Pó Molhável;Metarhizium anisopliae, isolado IBCB 425* (Produto Microbiológico) (300 g/kg);Biota Innovations Industria e Comercio de Bioprodutos Ltda  Uberaba/MG;Inseticida Microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
31320;Mertec;SC - Suspensão Concentrada;tiabendazol (benzimidazol) (485 g/L);Syngenta Proteção de Cultivos Ltda.  São Paulo/SP;Fungicida;Sistêmico;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;NAO;True
3788200;Mertin 400;SC - Suspensão Concentrada;hidróxido de fentina (organoestânico) (400 g/L);Syngenta Proteção de Cultivos Ltda.  São Paulo/SP;Fungicida;Não sistêmico;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;OUTROS;True
49825;Mesic Max;SC - Suspensão Concentrada;Picoxistrobina (estrobilurina) (140 g/L) + Protioconazol (Triazolinthione) (140 g/L);Sumitomo Chemical Brasil Indústria Química S.A. - Maracanaú/CE;Fungicida;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;NAO;True
23225;Meso Up;SC - Suspensão Concentrada;Mesotriona (Tricetona) (480 g/L);Zhongshan Química do Brasil - Sorocaba/SP;Herbicida;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
22924;"Mesoforce; Listo 480 SC;";SC - Suspensão Concentrada;Mesotriona (Tricetona) (480 g/L);Zhongshan Química do Brasil - Sorocaba/SP;Herbicida;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
38917;Meson 480 SC;SC - Suspensão Concentrada;Mesotriona (Tricetona) (480 g/L);Cropchem Ltda - Porto Alegre;Herbicida;Sistêmico;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
26525;Meson Duo;SC - Suspensão Concentrada;Atrazina (triazina) (500 g/L) + Mesotriona (Tricetona) (50 g/L);Cropchem Ltda - Porto Alegre;Herbicida;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Muito Perigoso ao Meio Ambiente;NAO;True
820;Mesopec;SC - Suspensão Concentrada;Mesotriona (Tricetona) (480 g/L);Ascenza Brasil Ltda - Hortolândia/SP;Herbicida;Seletivo;Não Classificado - Produto Não Classificado;Produto Perigoso ao Meio Ambiente;NAO;True
10720;"Mesopel Mix; Easy Spir;";SC - Suspensão Concentrada;Beauveria bassiana, isolado IBCB 66* (Produto Microbiológico) (.0013 g/L) + Metarhizium anisopliae, isolado IBCB 425* (Produto Microbiológico) (.0034 g/L);Dillon Biotecnologia Ltda;Inseticida Microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
23125;Mesosure;SC - Suspensão Concentrada;Mesotriona (Tricetona) (480 g/L);Zhongshan Química do Brasil - Sorocaba/SP;Herbicida;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
10925;Mesotriona Ascenza SC;SC - Suspensão Concentrada;Mesotriona (Tricetona) (480 g/L);Ascenza Brasil Ltda - Hortolândia/SP;Herbicida;Não informado;Não Classificado - Produto Não Classificado;Produto Perigoso ao Meio Ambiente;NAO;True
23917;Mesotriona CCAB 480 SC;SC - Suspensão Concentrada;Mesotriona (Tricetona) (480 g/L);CCAB Agro S.A.   São Paulo;Herbicida;Não informado;Não Classificado - Produto Não Classificado;Produto Perigoso ao Meio Ambiente;NAO;True
28919;Mesotriona Cana Nortox;SC - Suspensão Concentrada;Mesotriona (Tricetona) (480 g/L);Nortox S.A. - Arapongas;Herbicida;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
17517;Mesotriona Nortox;SC - Suspensão Concentrada;Mesotriona (Tricetona) (480 g/L);Nortox S.A. - Arapongas;Herbicida;Sistêmico/ Seletivo;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
26017;Mesotrione 480 SC Proventis;SC - Suspensão Concentrada;Mesotriona (Tricetona) (480 g/L);Proventis Lifescience Defensivos Agrícolas Ltda;Herbicida;Sistêmico e Seletivo;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
28620;"Mesozine Xtra; Tamedon Plus; Calimax CHD'S; Indomix;";WG - Grânulos Dispersíveis em Água;Atrazina (triazina) (760 g/kg) + Mesotriona (Tricetona) (120 g/kg);Rainbow Defensivos Agrícolas Ltda.- Porto Alegre /RS;Herbicida;Não informado;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
17220;Messenger;WP - Pó Molhável;Bacillus licheniformis (Produto Microbiológico) (200 g/kg) + Bacillus subtilis (Produto Microbiológico) (200 g/kg) + Paecilomyces lilacinus (Produto Microbiológico) (200 g/kg);Massen Produtos Biologicos S.A. - Indaiatuba/SP;Nematicida Microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;NAO;True
124;Messidor;SC - Suspensão Concentrada;tidiazurom (uréia) (500 g/L);Bayer S.A. - São Paulo/ SP;Regulador de Crescimento;Não informado;Categoria 4  Produto Pouco Tóxico;Produto Perigoso ao Meio Ambiente;NAO;True
47225;Mester 480 SC;SC - Suspensão Concentrada;Mesotriona (Tricetona) (480 g/L);AllierBrasil Agro Ltda.;Herbicida;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
34224;Mestrong;SC - Suspensão Concentrada;Mesotriona (Tricetona) (480 g/L);Rainbow Defensivos Agrícolas Ltda.- Porto Alegre /RS;Herbicida;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Perigoso ao Meio Ambiente;NAO;True
26523;"Meta-Turbo Max; Subremo-Turbo; Meta-Guard;";SC - Suspensão Concentrada;Metarhizium anisopliae BV12 (Biológico) (26 g/L);Vittia S.A. - São Joaquim da Barra 01;Inseticida Microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;NAO;True
8413;"Meta-Turbo SC; Supremo; Meta-Guard;";SC - Suspensão Concentrada;Metarhizium anisopliae, isolado IBCB 425* (Produto Microbiológico) (22 g/L);Vittia S.A. - São Joaquim da Barra 01;Inseticida Microbiológico;De contato e seletivo.;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;NAO;True
12816;"Meta-Turbo; Acciónfungi Meta; Biotrinsic Metarhizium; Methaouro WP;";WP - Pó Molhável;Metarhizium anisopliae, isolado IBCB 425* (Produto Microbiológico) (300 g/kg);Vittia S.A. - São Joaquim da Barra 01;Inseticida Microbiológico;Não informado;Não Classificado - Produto Não Classificado;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
43124;Metabio SC;SC - Suspensão Concentrada;Metarhizium anisopliae, isolado IBCB 425* (Produto Microbiológico) (50 ml/litro);Coopavel Cooperativa Agroindustrial;Inseticida Microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
3825;Metabio WP;WP - Pó Molhável;Metarhizium anisopliae, isolado IBCB 425* (Produto Microbiológico) (50 g/kg);Coopavel Cooperativa Agroindustrial;Inseticida Microbiológico;Contato;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
815;Metabiol;WP - Pó Molhável;Metarhizium anisopliae, isolado IBCB 425* (Produto Microbiológico) (1.48 x10^9 esporos/g);Biofungi Ind. e Com. de Def. Biológicos e Inoculantes Ltda.;Inseticida Microbiológico;Contato/Seletivo;Pouco Tóxico;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
21024;"Metabov; Atlasmix; Grifos";WP - Pó Molhável;Beauveria bassiana, isolado IBCB 66* (Produto Microbiológico) (25 g/kg) + Metarhizium anisopliae, isolado IBCB 425* (Produto Microbiológico) (25 g/kg);Atlas Bioinsumos Ltda -  São Sebastião do Paraíso/MG;Inseticida Microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
28222;Metacombat;WP - Pó Molhável;Metarhizium anisopliae, isolado IBCB 425* (Produto Microbiológico) (400 g/kg);Viva Soluções Biologicas Ltda  Machado/MG;Inseticida Microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
14424;Metacombat Pro;WP - Pó Molhável;Metarhizium anisopliae, isolado IBCB 425* (Produto Microbiológico) (300 g/kg);Viva Soluções Biologicas Ltda  Machado/MG;Inseticida Microbiológico;Contato;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
36925;Metafort, Celene, Cialist, AG 100, Metarhizzi, Metarhiz-agri, Rhizifort, Metavirtus, Naturalis;WP - Pó Molhável;Metarhizium anisopliae, isolado IBCB 425* (Produto Microbiológico) (125 g/kg);Beifiur Ltda;Acaricida Microbiológico/Inseticida Microbiológico;Contato;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
32118;Metagan;EC - Concentrado Emulsionável;S-metolacloro (cloroacetanilida) (960 g/L);Syngenta Proteção de Cultivos Ltda.  São Paulo/SP;Herbicida;Sistêmico.;Categoria 4  Produto Pouco Tóxico;Produto Muito Perigoso ao Meio Ambiente;NAO;True
35722;"Metaleaf; Biogrun; Zebu;";WP - Pó Molhável;Metarhizium anisopliae, isolado IBCB 425* (Produto Microbiológico) (50 g/kg);Massen Produtos Biologicos S.A. - Indaiatuba/SP;Inseticida Microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
24120;Metamip;WP - Pó Molhável;Metarhizium anisopliae, isolado IBCB 425* (Produto Microbiológico) (900 g/kg);Promip Manejo Integrado de Pragas Ltda.;Inseticida Microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
16621;Metamix WG;WG - Grânulos Dispersíveis em Água;Metarhizium anisopliae, isolado IBCB 425* (Produto Microbiológico) (280 g/kg);Cooperativa Mista de Desenvolvimento do Agronegócio/COMDEAGRO - Campo Verde/MT;Inseticida Microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
3114;Metarfito;GR - Granulado;Metarhizium anisopliae, isolado IBCB 425* (Produto Microbiológico) (1.12 x10^12 conídeos/ha);Fitoagro Controle Biológico Ltda;Inseticida Microbiológico;Não informado;Pouco Tóxico;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
32617;Metarhizium AGCN;WP - Pó Molhável;Metarhizium anisopliae, isolado IBCB 425* (Produto Microbiológico) (40 g/kg);Agriconnection Importadora e Exportadora de Insumos Agrícolas - Barueri/SP;Inseticida Microbiológico;Contato/Seletivo;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
29122;Metarhizium Anisopliae Bom Futuro;WP - Pó Molhável;Metarhizium anisopliae, isolado IBCB 425* (Produto Microbiológico) (280 g/kg);Bom Futuro Agrícola Ltda. - Campo Verde/MT;Acaricida Microbiológico/Inseticida Microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
9115;Metarhizium JCO;GR - Granulado;Metarhizium anisopliae, isolado IBCB 425* (Produto Microbiológico) (16.5 g/kg);JCO Indústria e Comércio de Fertilizantes Ltda.;Inseticida Microbiológico;Agente microbiológico;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
9017;Metarhizium JCO WP;WP - Pó Molhável;Metarhizium anisopliae, isolado IBCB 425* (Produto Microbiológico) (16.5 g/kg);JCO Indústria e Comércio de Fertilizantes Ltda.;Inseticida Microbiológico;Contato/Seletivo;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
21525;Metarhizium Leven 01 WP;WP - Pó Molhável;Metarhizium anisopliae, isolado IBCB 425* (Produto Microbiológico) (40 g/kg);Leven Indústria e Comércio de Produtos para Agricultura Ltda.;Acaricida Microbiológico/Inseticida Microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
21425;Metarhizium Leven 03 WP;WP - Pó Molhável;Metarhizium anisopliae, isolado IBCB 425* (Produto Microbiológico) (400 g/kg);Biomix Industria e Comercio de Insumos Organicos Ltda - Cotia/SP;Acaricida Microbiológico/Inseticida Microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
7716;Metarhizium Oligos;GR - Granulado;Metarhizium anisopliae, isolado IBCB 425* (Produto Microbiológico) (50 g/kg);Oligos Biotecnologia Fabricação de Defensivos Agrícolas Ltda;Inseticida Microbiológico;contato;Pouco Tóxico;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
8416;Metarhizium Probio;GR - Granulado;Metarhizium anisopliae, isolado IBCB 425* (Produto Microbiológico) (80 g/kg);PROBIO- Produtos Biológicos Ltda;Inseticida Microbiológico;Contato/ Seletivo;Pouco Tóxico;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
40019;Metarhizonat;WP - Pó Molhável;Metarhizium anisopliae, isolado IBCB 425* (Produto Microbiológico) (900 g/kg);Bionat Soluções Biologicas Ltda;Inseticida Microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
12416;Metarhyd;WP - Pó Molhável;Metarhizium anisopliae, isolado IBCB 425* (Produto Microbiológico) (1.38 x10^9 conídios);TZ Biotec Ltda.;Inseticida Microbiológico;Não informado;Pouco Tóxico;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
8519;Metarhyd FR 25;GL - Gel Emulsionável;Metarhizium anisopliae, isolado IBCB 425* (Produto Microbiológico) (200 ml/litro);TZ Biotec Ltda.;Inseticida Microbiológico;Contato/Seletivo;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;NAO;True
915;Metarplan;GR - Granulado;Metarhizium anisopliae, isolado IBCB 425* (Produto Microbiológico) (1.4 x10^9 conídios);Associação de Plantadores de Cana da Paraiba- ASPLAN;Inseticida Microbiológico;Contato/ Seletivo;Pouco Tóxico;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
6605;Metarril WP E9;WP - Pó Molhável;Metarhizium anisopliae (Metsch) Sorokin, isolado E9  (Produto Microbiológico) (50 g/kg);Koppert do Brasil Holding S.A. - Piracicaba/SP;Inseticida Microbiológico;Inseticida microbiológico de contato;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;NAO;True
5115;Metarriz GR Biocontrol;GR - Granulado;Metarhizium anisopliae, isolado IBCB 425* (Produto Microbiológico) (40 g/kg);Companhia Nitro Química Brasileira - Sertãozinho/SP;Inseticida Microbiológico;Contato;Pouco Tóxico;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
13515;"Metarriz Plus Biocontrol; Metarriz Plus WP PRO; Methamill;";WP - Pó Molhável;Metarhizium anisopliae, isolado IBCB 425* (Produto Microbiológico) (400 g/kg);Companhia Nitro Química Brasileira - Sertãozinho/SP;Inseticida Microbiológico;Contato;Não Classificado - Produto Não Classificado;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
613;Metarriz WP Biocontrol;WP - Pó Molhável;Metarhizium anisopliae, isolado IBCB 425* (Produto Microbiológico) (900 g/kg);Companhia Nitro Química Brasileira - Sertãozinho/SP;Inseticida Microbiológico;Contato;Pouco Tóxico;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
5125;"Metashield; Cropbio BioMeta;";EC - Concentrado Emulsionável;Metarhizium anisopliae, isolado IBCB 425* (Produto Microbiológico) (300 g/L);Serquibio Biotecnologia Ltda - Santa Bárbara d'Oeste/SP;Inseticida Microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
31823;"Metashock; Metatrix Evo;";SL - Concentrado Solúvel;Metarhizium anisopliae, Cepa CCT8094 (Biológico) (4 g/L);Agrobiológica Soluções Naturais Ltda - Leme/SP;Inseticida Microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;NAO;True
4526;Metatop;WP - Pó Molhável;Metarhizium anisopliae, isolado IBCB 425* (Produto Microbiológico) (200 g/kg);Agribiol  Biológicos Agrícolas Ltda;Acaricida Microbiológico/Inseticida Microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
1623;"Metatril; Metarhizium MCP; Mestra; Metra; MH ALL;";WP - Pó Molhável;Metarhizium anisopliae, isolado IBCB 425* (Produto Microbiológico) (300 g/kg);J. A. Moura Gonçalves Fertilizantes Eireli  Avaré/SP;Inseticida Microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
15724;Metha Extreme;SC - Suspensão Concentrada;Metarhizium anisopliae, isolado IBCB 425* (Produto Microbiológico) (50 g/L);Solefert Industria e Comercio Ltda.;Inseticida Microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
3421;Metha Protection;WP - Pó Molhável;Metarhizium anisopliae, isolado IBCB 425* (Produto Microbiológico) (40 g/kg);Bioma Indústria Comércio e Distribuição Ltda - Fazenda Rio Grande/PR;Acaricida Microbiológico/Inseticida Microbiológico;Não informado;Categoria 5  Produto Improvável de Causar Dano Agudo;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
3716;MethaControl;WP - Pó Molhável;Metarhizium anisopliae, isolado IBCB 425* (Produto Microbiológico) (30 g/kg);Simbiose Biociencias S.A.;Inseticida Microbiológico;Contato;Não Classificado - Produto Não Classificado;Produto Pouco Perigoso ao Meio Ambiente;SIM;True
